ID	title	owner	planner	meno	max	min	project_tagid	part_num	partors
107951	2018新年	9107	3791	踏青	328	224	20,8	1	6807,6293,11474,13582
107952	2019万圣节	4197	10230	森林公园烧烤	421	161	22,6	8	7053,12944,6873,7593
107953	2022五一	10493	8930	逛三坊七巷	364	226	22,1	3	11331,4385,5904,3110
107954	2021元旦	9321	4469	森林公园烧烤	365	176	3,30	6	3943,5568,3031,3621
107955	2020儿童节	1742	6118	逛三坊七巷	454	194	7,30	11	2663,12688,1850,1409
107956	2022端午	11350	9874	逛三坊七巷	407	115	33,35	9	7134,6989,10418,2503
107957	2022七夕	1909	12475	吃饭	360	70	5,4	4	5654,12015,5136,4530
107958	2018七夕	7791	12395	踏青	460	115	11,29	15	3542,14303,13841,12492
107959	2021元旦	13657	3461	踏青	378	198	41,42	12	8994,2677,2841,2863
107960	2020元宵节	10550	4257	逛三坊七巷	447	81	48,25	14	9462,14383,1651,9020
107961	2022元旦	13399	13368	逛三坊七巷	419	231	7,5	1	11210,6031,13740,5129
107962	2019情人节	5299	13431	吃饭	302	131	12,30	3	12899,2172,13987,2557
107963	2019端午	8258	13787	逛三坊七巷	272	168	12,10	4	13548,13519,10947,1518
107964	2020跨年夜	11334	3382	森林公园烧烤	450	123	49,35	5	2329,3345,7295,3034
107965	2020万圣节	10605	10602	爬鼓山	301	175	7,15	9	1799,10882,5303,8889
107966	2022七夕	11201	4356	森林公园烧烤	350	71	9,38	11	6305,13986,14358,4924
107967	2018端午	8876	10275	吃饭	289	125	50,22	15	5547,1657,8508,5620
107968	2020平安夜	7787	3829	吃饭	315	227	49,18	7	2856,5603,7539,4660
107969	2021圣诞	13164	6891	踏青	258	246	28,21	1	12747,6633,13438,13525
107970	2019万圣节	8412	11804	爬鼓山	492	96	23,39	10	5671,6416,3878,1705
107971	2021七夕	3214	7857	踏青	401	179	3,41	12	8890,7182,3433,10326
107972	2021跨年夜	6776	2255	踏青	479	186	50,17	5	2830,9982,2144,8667
107973	2019跨年夜	11454	6114	逛三坊七巷	311	149	31,30	12	1299,5137,10140,5608
107974	2019新年	14294	9738	吃饭	375	155	8,50	15	3996,10754,11382,9248
107975	2022元宵节	13463	13621	森林公园烧烤	368	59	18,20	4	12778,1168,5963,3247
107976	2021万圣节	6326	9355	吃饭	480	102	24,8	9	9858,9597,5638,12596
107977	2018跨年夜	2925	3408	吃饭	326	218	49,30	3	5444,1969,3718,9055
107978	2020七夕	12843	4929	爬鼓山	387	230	46,24	7	10101,11052,3290,13625
107979	2020七夕	1543	3136	逛三坊七巷	260	130	29,30	3	2906,6877,6153,1553
107980	2019元宵节	7831	12172	吃饭	388	207	45,8	13	7710,1732,14418,4754
107981	2018新年	8978	2169	森林公园烧烤	394	216	19,10	1	10602,1274,10253,1555
107982	2020平安夜	12457	13027	森林公园烧烤	305	88	5,27	12	6154,2096,5240,12668
107983	2018跨年夜	7602	11145	吃饭	351	90	49,46	7	5557,12433,10235,2585
107984	2018端午	2362	8601	森林公园烧烤	488	185	35,44	8	9259,3711,3599,13764
107985	2020端午	1840	10413	森林公园烧烤	471	158	46,2	12	4384,2688,8011,14430
107986	2022端午	7647	7491	逛三坊七巷	352	228	38,7	7	8953,8628,2254,8448
107987	2021除夕	11315	4489	森林公园烧烤	311	72	16,27	4	6842,10648,3921,4024
107988	2021七夕	5572	4747	爬鼓山	353	101	29,23	12	2605,7759,5608,11858
107989	2021跨年夜	12074	11798	踏青	434	178	29,41	3	1946,2967,9815,8923
107990	2018暑假	5324	5966	踏青	407	71	22,2	6	7604,8238,11142,13764
107991	2019元旦	1062	1176	吃饭	475	197	12,17	10	10543,10850,10363,9158
107992	2022元旦	3171	9075	爬鼓山	391	186	24,22	9	9041,9176,5646,10908
107993	2022端午	12622	6804	森林公园烧烤	404	134	39,48	2	11747,6169,12850,2029
107994	2022新年	6456	13638	爬鼓山	317	152	36,4	4	3195,10268,3797,6329
107995	2021元宵节	5741	1214	吃饭	307	240	24,4	6	5211,3298,12728,6825
107996	2020端午	9447	6510	踏青	471	146	16,6	7	12960,6781,10227,1768
107997	2021五一	4457	3099	森林公园烧烤	325	89	33,22	15	10447,10054,7802,6132
107998	2019端午	6168	8031	吃饭	458	141	15,41	5	7735,12665,9501,3550
107999	2020端午	2990	13563	踏青	372	78	15,13	1	8754,2053,11286,12034
108000	2018七夕	6003	7467	森林公园烧烤	470	147	30,22	12	8468,12436,9909,12126
108001	2022新年	10900	11465	踏青	388	201	5,34	3	8637,4988,6739,12696
108002	2020除夕	9578	4688	森林公园烧烤	321	68	8,30	12	1185,11418,13402,4546
108003	2022圣诞	14374	6891	逛三坊七巷	258	137	21,48	6	9038,8159,8923,1088
108004	2022圣诞	6376	12109	爬鼓山	410	78	34,23	15	4821,10117,1972,13893
108005	2020元宵节	7715	4020	逛三坊七巷	435	226	27,32	14	4315,4721,4189,9963
108006	2020平安夜	10980	8674	吃饭	411	146	42,6	3	2203,11690,11022,3065
108007	2022暑假	8629	14277	踏青	285	158	7,19	8	11504,12698,3428,13898
108008	2020端午	13756	9168	吃饭	487	70	32,23	4	12152,8350,1009,13787
108009	2018新年	6888	9496	爬鼓山	461	71	1,26	5	14287,2267,10689,11878
108010	2020除夕	2056	4715	吃饭	374	71	26,31	11	12879,13279,2377,2685
108011	2022除夕	9851	6198	踏青	262	153	39,21	8	2467,10994,9916,4046
108012	2021五一	12546	5959	吃饭	420	136	22,42	1	13207,11676,7287,3070
108013	2019圣诞	12317	1279	森林公园烧烤	365	225	2,27	5	9334,12128,1377,1014
108014	2021七夕	5626	9058	逛三坊七巷	451	96	28,10	10	2075,2625,8467,12820
108015	2020暑假	1216	11493	吃饭	336	102	49,34	8	12452,14021,5567,2401
108016	2022端午	3657	2098	爬鼓山	380	103	33,42	5	5722,8565,13234,11515
108017	2019国庆	7203	7280	踏青	372	123	6,49	14	11428,14274,6136,12131
108018	2021五一	1905	11038	踏青	359	102	16,3	9	1856,1242,9125,4621
108019	2019七夕	2575	7263	吃饭	270	247	33,41	7	9062,5396,5186,6502
108020	2021跨年夜	1091	4237	吃饭	479	63	9,23	5	12458,5803,8557,12531
108021	2019除夕	13238	13907	爬鼓山	340	81	17,48	8	10343,9550,5532,8468
108022	2019元旦	11508	7051	爬鼓山	476	247	49,1	10	1789,9245,12235,9326
108023	2020平安夜	10483	13392	逛三坊七巷	336	146	5,25	11	11718,4204,4049,11030
108024	2021情人节	13690	10899	吃饭	286	113	35,20	7	8926,2973,7900,3689
108025	2022元旦	6839	12637	森林公园烧烤	294	245	41,12	6	1520,2107,10200,4107
108026	2020跨年夜	5297	4598	逛三坊七巷	500	166	15,36	14	12898,12589,3636,6906
108027	2020除夕	3390	1844	踏青	302	220	20,22	5	11993,1283,10607,9225
108028	2019端午	5184	11949	逛三坊七巷	295	235	47,1	2	2536,10087,12573,11007
108029	2020平安夜	1149	4488	森林公园烧烤	482	56	3,20	3	7608,7814,10130,7847
108030	2021暑假	2243	6996	踏青	372	199	6,34	5	3736,2122,10337,7999
108031	2022平安夜	7303	9932	爬鼓山	251	74	21,36	6	1658,13342,1996,1654
108032	2022万圣节	4242	13565	森林公园烧烤	448	65	25,31	12	6395,6136,10925,11814
108033	2018元宵节	11783	9582	爬鼓山	261	129	3,15	4	11222,1311,5986,9698
108034	2021跨年夜	2925	3799	森林公园烧烤	338	232	47,27	12	10145,8945,4195,9530
108035	2019暑假	8539	1385	森林公园烧烤	402	243	50,18	4	9992,3422,7936,13452
108036	2018元旦	2060	5635	爬鼓山	328	101	34,48	6	1694,6777,8005,5980
108037	2020万圣节	3432	11788	森林公园烧烤	419	171	39,8	5	2271,13237,2719,3994
108038	2021元宵节	9749	3671	森林公园烧烤	272	80	8,3	5	2043,9117,2352,5791
108039	2022七夕	5943	10558	森林公园烧烤	292	127	46,45	6	4619,3424,5614,7094
108040	2020圣诞	2054	14446	爬鼓山	402	99	34,42	11	10200,10769,5469,2288
108041	2018新年	10230	3805	逛三坊七巷	478	106	24,35	1	9324,6490,2682,6379
108042	2019跨年夜	10896	4313	吃饭	263	79	44,46	2	9023,8121,12761,1268
108043	2018新年	9006	7542	逛三坊七巷	337	185	19,48	8	2244,12173,4281,6233
108044	2019新年	1857	8536	踏青	454	185	44,17	1	4063,5629,1964,4948
108045	2020平安夜	9946	12441	踏青	430	234	35,45	3	6906,14184,11393,10688
108046	2018万圣节	7901	11274	踏青	440	94	3,6	13	12952,8741,9115,9600
108047	2020元旦	3878	4226	爬鼓山	272	100	20,39	8	14346,9926,6502,8330
108048	2022跨年夜	14064	7804	踏青	396	87	37,39	6	6044,3230,3430,11658
108049	2019平安夜	12964	11062	逛三坊七巷	269	137	8,25	14	14135,3143,12417,5889
108050	2021五一	4562	2243	爬鼓山	313	135	26,49	10	5311,14446,9517,10696
108051	2020端午	9826	11634	逛三坊七巷	457	171	33,33	1	8546,11801,4937,9929
108052	2019国庆	5910	2932	吃饭	310	57	31,26	11	11242,11325,5814,11030
108053	2018国庆	9686	14146	吃饭	347	226	20,9	15	1307,8431,7998,6800
108054	2018暑假	14255	10511	吃饭	287	243	28,9	11	11254,6319,11206,2800
108055	2021五一	11553	9779	吃饭	489	226	29,27	6	4623,3705,4667,7866
108056	2020儿童节	1641	11514	逛三坊七巷	438	197	41,43	15	2940,13651,7496,14221
108057	2020国庆	8240	6338	踏青	499	195	9,49	8	12358,2388,9793,9260
108058	2019新年	6727	11288	爬鼓山	290	218	3,48	10	1858,10375,7949,1785
108059	2018儿童节	12574	11250	森林公园烧烤	426	249	23,45	2	9719,4764,1726,4820
108060	2022万圣节	9126	7671	逛三坊七巷	419	227	14,44	6	1142,1537,13526,10081
108061	2021儿童节	10591	12406	逛三坊七巷	335	203	16,37	4	8097,4468,10461,14315
108062	2022跨年夜	9010	6221	爬鼓山	414	93	19,15	2	2901,11705,11450,9570
108063	2019五一	5774	14165	森林公园烧烤	455	155	31,7	14	2939,9572,12717,5017
108064	2022儿童节	4256	5182	吃饭	322	213	36,3	8	5794,13205,7396,2046
108065	2020圣诞	10099	3780	爬鼓山	361	50	49,12	1	2158,6311,2595,9016
108066	2020元宵节	10025	1022	逛三坊七巷	439	109	45,36	7	13409,12033,2115,11854
108067	2022五一	13094	10990	吃饭	273	235	26,26	1	6585,1990,2638,10448
108068	2018平安夜	7228	12328	森林公园烧烤	422	178	49,32	14	10041,3859,1993,2999
108069	2018端午	12160	7345	逛三坊七巷	353	172	35,35	9	5645,12026,1954,4394
108070	2022元宵节	10296	8813	爬鼓山	275	189	28,14	5	12214,12969,11436,14325
108071	2019圣诞	9863	11250	爬鼓山	360	139	1,28	10	1131,1050,9558,11521
108072	2019端午	7247	4249	踏青	499	131	25,25	5	7919,3199,1670,14392
108073	2021跨年夜	11882	12404	踏青	495	159	15,30	7	4465,5378,12568,4205
108074	2021跨年夜	4560	4190	吃饭	458	228	19,24	2	9976,3142,10752,6680
108075	2020元旦	13379	3951	逛三坊七巷	304	110	21,22	10	3380,5861,6028,3802
108076	2018情人节	10251	12810	爬鼓山	474	52	43,50	15	14194,2251,2916,13382
108077	2018暑假	11995	11158	吃饭	333	89	43,35	5	6207,7794,5976,13652
108078	2021元旦	3531	8631	逛三坊七巷	276	149	28,8	5	9101,2279,4120,8581
108079	2022儿童节	11478	8115	森林公园烧烤	490	149	3,22	1	5122,10003,10889,13941
108080	2018新年	7277	3622	爬鼓山	357	175	5,39	12	14067,5515,7181,11309
108081	2018平安夜	12056	5487	逛三坊七巷	265	76	23,26	5	11908,7393,4130,2541
108082	2022暑假	7515	10783	森林公园烧烤	282	181	9,5	12	6642,6719,8314,13496
108083	2019新年	14265	8728	森林公园烧烤	302	95	25,5	10	3041,5850,4406,11529
108084	2018平安夜	1840	10540	森林公园烧烤	303	152	21,2	6	5136,1761,8305,11297
108085	2022元旦	10065	2518	吃饭	369	158	12,38	13	13996,8590,13721,13233
108086	2019除夕	9892	2211	踏青	268	127	29,27	1	14296,11291,13007,6046
108087	2020平安夜	8348	10781	爬鼓山	487	123	6,6	1	9596,10253,8276,1515
108088	2018元宵节	1226	2331	爬鼓山	306	151	12,3	14	1865,11082,6424,1101
108089	2021暑假	2300	7603	森林公园烧烤	389	239	43,41	11	13242,13007,3916,5910
108090	2021万圣节	9424	8308	踏青	475	91	39,4	8	8909,2561,3201,3741
108091	2019儿童节	4331	2410	逛三坊七巷	266	117	43,34	4	13685,13635,5193,4694
108092	2020新年	6100	2758	爬鼓山	279	148	33,14	2	11891,7386,1035,2647
108093	2020元旦	6839	7160	逛三坊七巷	309	192	36,41	15	1028,9234,13811,6808
108094	2019儿童节	12091	2873	爬鼓山	439	78	48,4	12	10744,1957,2208,7433
108095	2018除夕	3380	13090	爬鼓山	449	93	32,50	7	3975,5635,4544,14173
108096	2021跨年夜	9901	10899	逛三坊七巷	394	57	8,44	15	11836,10978,13779,13206
108097	2021七夕	4109	7351	踏青	302	221	25,4	12	12119,8372,13637,10688
108098	2021五一	12661	2325	爬鼓山	430	177	29,13	2	7668,8391,9399,5500
108099	2022七夕	6865	4034	踏青	442	95	47,38	2	5138,2262,8526,8961
108100	2019暑假	1394	1396	森林公园烧烤	418	113	47,30	7	2469,5975,5351,13452
108101	2019暑假	13306	10020	踏青	405	239	18,40	5	5866,5473,13125,12354
108102	2020五一	6623	2111	踏青	335	207	23,9	10	13260,8064,7823,9339
108103	2019除夕	10219	7317	踏青	269	83	27,9	11	1969,9193,7612,2434
108104	2018跨年夜	3999	11003	踏青	266	240	46,45	12	4198,9082,5421,7545
108105	2018儿童节	3510	4659	逛三坊七巷	275	132	39,17	2	6033,12671,12400,3377
108106	2018五一	2146	9946	爬鼓山	370	246	16,26	10	12033,12429,6617,14085
108107	2022七夕	3790	12480	踏青	283	89	50,40	9	13657,11326,5564,6762
108108	2018万圣节	10009	13891	森林公园烧烤	435	139	6,40	8	12452,6993,12525,5434
108109	2019万圣节	10865	3176	森林公园烧烤	405	225	7,26	8	13857,4807,1394,8866
108110	2020儿童节	7717	2792	森林公园烧烤	269	182	50,41	5	7092,4021,3678,8237
108111	2022圣诞	5364	7141	吃饭	347	144	30,43	9	5746,13935,13013,12781
108112	2018平安夜	8107	13540	逛三坊七巷	347	243	31,48	10	5910,4692,2407,1033
108113	2019端午	4059	6046	吃饭	430	227	40,8	10	4264,9616,1704,4919
108114	2018七夕	13509	2968	踏青	447	73	17,50	3	7957,10535,8069,8233
108115	2018圣诞	2893	10162	爬鼓山	482	186	42,49	12	8372,5366,1951,7233
108116	2019暑假	11699	10824	爬鼓山	251	224	11,30	10	3488,14389,12797,7649
108117	2018除夕	14116	2801	踏青	331	239	47,18	4	9693,11851,5357,6735
108118	2022国庆	7836	9034	逛三坊七巷	467	93	15,33	8	3110,8343,4712,11865
108119	2018跨年夜	14099	9811	吃饭	310	102	20,25	6	10531,4507,14031,7670
108120	2022端午	7438	7941	爬鼓山	387	140	20,10	2	4900,14254,5032,10275
108121	2018暑假	13981	10181	森林公园烧烤	338	100	33,16	8	10546,4214,1370,9593
108122	2019情人节	12817	6897	逛三坊七巷	429	202	16,16	6	4414,3831,12810,7815
108123	2018跨年夜	7881	5468	森林公园烧烤	495	119	38,36	15	6618,9953,3324,4051
108124	2022暑假	2551	6039	森林公园烧烤	463	57	23,28	10	1398,1194,4520,9470
108125	2019情人节	9972	1635	森林公园烧烤	313	120	38,28	3	5913,6692,7520,2739
108126	2022暑假	9234	6956	森林公园烧烤	284	151	27,19	6	1239,2908,11947,14024
108127	2019儿童节	7276	1861	逛三坊七巷	468	156	50,17	10	6169,6484,14078,13988
108128	2020情人节	14119	7174	逛三坊七巷	371	128	35,27	8	12087,10547,11001,11229
108129	2021情人节	7551	2780	逛三坊七巷	251	144	34,18	12	2209,1128,10736,12886
108130	2019圣诞	6685	6003	踏青	279	68	44,9	1	13409,1721,11860,12196
108131	2020圣诞	5983	14033	吃饭	260	85	1,33	13	2912,2078,7313,2735
108132	2022五一	11352	11361	森林公园烧烤	453	239	1,38	6	10789,12296,12456,10308
108133	2022元宵节	11208	9912	爬鼓山	465	97	34,14	14	12457,10435,8319,9213
108134	2018七夕	7418	1777	踏青	449	237	29,26	8	12146,7372,7362,1720
108135	2022暑假	9172	4349	吃饭	396	114	21,45	7	9996,11532,6564,13344
108136	2020平安夜	11435	9461	爬鼓山	324	61	29,18	5	4754,10454,3152,1760
108137	2021平安夜	7261	6989	爬鼓山	307	183	44,14	11	5749,5377,1033,9881
108138	2022七夕	13699	4571	森林公园烧烤	406	190	16,2	7	11829,8972,6915,11451
108139	2018国庆	6596	11214	爬鼓山	343	112	31,13	13	3683,2101,3055,4230
108140	2018新年	1080	10616	踏青	458	62	50,30	9	12465,4294,5648,3256
108141	2022暑假	4135	3448	踏青	278	180	6,35	14	8426,3214,4786,2570
108142	2021国庆	13085	4983	踏青	348	76	13,44	1	4878,12839,9367,9315
108143	2019新年	4650	4098	森林公园烧烤	369	226	50,40	8	2612,3896,12184,7451
108144	2022跨年夜	1382	3577	爬鼓山	363	180	47,16	13	7673,3123,11874,13168
108145	2020五一	5530	12353	吃饭	292	213	21,8	6	7588,9924,14097,14283
108146	2018国庆	3238	8865	吃饭	268	111	47,2	6	4064,10558,9491,10919
108147	2019跨年夜	11995	3657	森林公园烧烤	399	105	12,14	6	7040,3518,13143,8163
108148	2018元宵节	2027	12205	逛三坊七巷	389	228	40,34	9	1345,8006,13156,4230
108149	2018新年	9464	14076	吃饭	467	69	35,25	12	5611,10072,12912,2419
108150	2019除夕	14243	13793	踏青	399	161	27,1	14	8342,9738,9736,7914
108151	2022暑假	5348	4281	踏青	404	140	36,11	7	14068,4685,2569,5935
108152	2022端午	6333	5992	踏青	264	59	1,4	10	13590,2127,2031,8967
108153	2018万圣节	4694	9218	逛三坊七巷	333	242	9,31	9	2360,1791,5188,1443
108154	2018万圣节	9219	6311	爬鼓山	298	145	25,16	1	2983,10016,1986,12509
108155	2019圣诞	12435	7441	逛三坊七巷	402	136	9,17	5	10981,13192,2707,2817
108156	2019元旦	10222	5200	森林公园烧烤	386	155	21,32	12	10532,8993,1912,1078
108157	2020平安夜	3770	4117	森林公园烧烤	458	229	1,24	7	6821,12166,7895,13837
108158	2019七夕	9841	4940	爬鼓山	406	175	5,23	7	4719,9429,1401,9791
108159	2018平安夜	8782	8414	踏青	363	200	39,45	7	3503,6705,10236,3378
108160	2022暑假	12205	7079	爬鼓山	286	146	23,29	14	2173,11429,13656,8646
108161	2018除夕	3889	11671	踏青	464	228	8,14	2	11598,12305,7221,8736
108162	2022除夕	5416	10511	森林公园烧烤	432	191	38,48	13	3457,5599,9920,6282
108163	2020新年	13151	2951	爬鼓山	482	157	45,44	2	3207,1671,2799,2322
108164	2019新年	2255	5824	踏青	399	72	9,18	11	7272,12355,3948,10022
108165	2018五一	2906	7016	爬鼓山	489	199	46,34	11	7248,10613,5173,9776
108166	2022新年	11650	11663	森林公园烧烤	316	222	35,4	9	10534,1834,8360,8208
108167	2022情人节	12688	13996	吃饭	321	244	30,20	11	7945,5845,8947,4118
108168	2020国庆	9107	12207	踏青	364	103	28,29	12	7380,5692,3355,12624
108169	2022七夕	14165	13767	逛三坊七巷	270	139	8,16	10	6674,3131,9624,5164
108170	2018平安夜	10297	2246	踏青	347	113	48,33	5	9913,5371,8949,9381
108171	2019元宵节	11351	4857	森林公园烧烤	485	219	19,36	15	5865,5893,4827,3264
108172	2018新年	4489	1916	森林公园烧烤	460	139	50,36	14	3284,12182,4405,1668
108173	2019端午	12136	2161	吃饭	447	71	36,29	11	9858,11050,4446,13600
108174	2019新年	5985	9262	爬鼓山	309	107	8,22	1	8912,14440,12374,1890
108175	2020元宵节	13972	6853	踏青	402	208	31,18	2	6303,12182,6543,1383
108176	2018万圣节	4712	2756	踏青	430	209	37,24	14	3805,12931,10994,12525
108177	2018元宵节	2794	7883	逛三坊七巷	363	209	5,22	14	14310,9390,10933,11218
108178	2022万圣节	2897	11218	逛三坊七巷	438	202	42,20	9	12591,7994,9031,6001
108179	2022元宵节	9942	9393	踏青	463	106	10,14	3	11056,10809,14116,2663
108180	2019元宵节	6860	12062	逛三坊七巷	333	205	43,12	7	4435,11774,11344,5735
108181	2019端午	4892	6401	逛三坊七巷	258	236	21,36	8	1094,7735,3844,7600
108182	2019国庆	5785	10892	逛三坊七巷	255	150	5,15	9	1039,2425,7317,3202
108183	2018新年	3876	3048	踏青	346	193	27,34	15	13192,12363,9453,4297
108184	2020五一	2028	7361	逛三坊七巷	356	169	23,10	9	12881,9953,13456,11324
108185	2018新年	8897	2344	逛三坊七巷	272	230	33,49	2	10735,13487,10609,2057
108186	2018新年	6745	14468	森林公园烧烤	343	246	41,11	7	9919,12716,1461,2340
108187	2022儿童节	12720	5812	踏青	390	64	17,22	1	9410,4972,5160,12077
108188	2021端午	13711	3411	爬鼓山	299	171	23,6	5	1493,5857,12310,3234
108189	2022除夕	10542	1387	爬鼓山	284	234	19,39	11	4356,13528,13187,8457
108190	2018元旦	5323	13175	森林公园烧烤	298	53	19,10	5	12068,9974,4443,4146
108191	2020除夕	11997	10418	逛三坊七巷	355	230	29,28	15	3592,10578,5871,2890
108192	2018除夕	1900	2596	森林公园烧烤	380	69	44,27	9	11714,11349,10602,9447
108193	2021平安夜	13424	8980	吃饭	435	161	32,2	5	4956,12259,3917,12974
108194	2018平安夜	7596	7736	逛三坊七巷	382	212	36,40	4	12466,12303,7607,5875
108195	2020端午	13840	11523	吃饭	359	211	46,25	4	12257,9544,2737,12232
108196	2018国庆	8788	9788	踏青	347	108	8,28	5	1187,11032,6966,8854
108197	2021七夕	2112	1773	森林公园烧烤	274	164	12,40	7	8398,10924,6322,7456
108198	2022儿童节	12322	1381	森林公园烧烤	315	213	45,32	5	11525,5842,10242,3692
108199	2021除夕	13201	6229	森林公园烧烤	383	139	35,4	15	11470,12016,2919,1300
108200	2018新年	11653	7727	踏青	457	94	24,12	13	3402,8659,2502,2651
108201	2020元旦	1453	12836	逛三坊七巷	428	198	24,35	1	8751,2276,14313,12775
108202	2021新年	12481	11465	森林公园烧烤	328	97	46,33	2	3523,8317,7772,14067
108203	2018情人节	6860	13980	踏青	331	139	29,8	10	5366,1535,2302,3117
108204	2021新年	11121	1049	逛三坊七巷	279	175	43,13	10	3965,4565,14484,7321
108205	2020圣诞	6666	5817	逛三坊七巷	498	168	50,12	9	14288,4878,3916,4494
108206	2020暑假	9219	12148	逛三坊七巷	325	195	43,21	15	11651,5472,10790,11548
108207	2019五一	8906	6366	逛三坊七巷	345	84	31,7	14	1402,4326,6204,12174
108208	2020情人节	3332	6048	吃饭	279	189	6,16	12	1371,7620,12640,11271
108209	2020圣诞	7080	1233	森林公园烧烤	346	84	21,33	7	13414,2772,7295,2805
108210	2022圣诞	13787	3886	森林公园烧烤	475	238	25,6	2	7167,11372,1694,10067
108211	2018国庆	12988	14130	踏青	459	222	20,4	3	6381,4636,12540,12672
108212	2019跨年夜	5683	12381	吃饭	295	111	5,24	15	13960,4677,2495,4944
108213	2021除夕	3801	8886	逛三坊七巷	384	180	7,25	5	9757,8019,7145,13890
108214	2021国庆	1157	9424	森林公园烧烤	490	212	25,11	15	2268,7583,1283,11264
108215	2022元旦	12391	7936	森林公园烧烤	366	132	34,16	2	2983,9338,6124,9680
108216	2020跨年夜	3001	10298	爬鼓山	337	243	23,30	13	3753,13924,3657,12646
108217	2018新年	13575	8838	逛三坊七巷	473	104	50,10	4	10945,9339,13809,6024
108218	2021暑假	8203	4656	吃饭	272	229	9,12	15	1801,2417,11419,3657
108219	2019万圣节	9485	11465	逛三坊七巷	318	102	45,46	5	1311,8758,8657,6115
108220	2018平安夜	8980	5797	踏青	347	118	27,12	8	6029,7597,8503,1934
108221	2022跨年夜	11916	6987	爬鼓山	418	120	14,49	14	8086,14021,2091,8825
108222	2018七夕	2293	1680	逛三坊七巷	385	242	46,35	14	6660,10146,1448,10580
108223	2022五一	6240	12883	爬鼓山	430	107	22,35	9	3517,4683,8260,11784
108224	2018端午	10140	10061	踏青	322	65	39,26	9	11463,1696,8106,3870
108225	2019五一	4043	10263	踏青	394	157	35,17	12	7460,1087,4631,13099
108226	2018端午	6643	5216	森林公园烧烤	319	64	50,21	1	6339,5709,8939,2188
108227	2021五一	4297	13269	吃饭	296	159	39,14	1	6876,5972,11855,10886
108228	2021端午	13585	6229	踏青	277	85	3,15	6	6408,10555,12103,12204
108229	2020儿童节	7270	3897	吃饭	257	107	13,22	1	3055,14380,4867,13445
108230	2020七夕	9314	4064	踏青	296	124	34,15	6	11869,9961,9358,7081
108231	2020跨年夜	7142	14006	踏青	395	67	30,3	13	2667,13781,1617,2683
108232	2018七夕	2762	13179	森林公园烧烤	437	86	46,43	13	4332,6791,4372,3892
108233	2022五一	2677	13052	吃饭	262	203	7,49	9	14075,5380,12861,9590
108234	2021圣诞	13477	14047	踏青	420	157	6,30	12	9888,14038,14060,12667
108235	2019端午	1850	3452	森林公园烧烤	499	178	18,10	5	10984,5504,8015,12509
108236	2019情人节	5153	3892	爬鼓山	332	209	37,32	6	9000,10703,10825,6971
108237	2022端午	12338	9265	吃饭	294	114	44,30	15	6542,5465,9633,7136
108238	2021端午	5078	6612	吃饭	396	90	11,24	11	3059,5888,8154,7959
108239	2021跨年夜	9882	11040	吃饭	373	79	39,31	15	4307,12671,5054,13594
108240	2020新年	6608	5354	森林公园烧烤	366	196	1,27	13	3616,11744,14499,12960
108241	2021除夕	9739	3864	爬鼓山	313	199	6,27	13	5306,8420,6576,8353
108242	2022跨年夜	9482	12949	踏青	321	174	45,6	9	4636,10006,4314,13488
108243	2019端午	4613	4321	爬鼓山	443	68	48,17	13	2127,6522,9628,2736
108244	2018国庆	3937	12162	逛三坊七巷	350	174	36,33	1	5178,1226,13445,13433
108245	2018平安夜	5262	10942	爬鼓山	432	188	16,3	15	11494,7928,5415,1527
108246	2022情人节	13598	3322	踏青	297	140	48,10	12	10766,10263,12991,13999
108247	2022元宵节	7704	7916	森林公园烧烤	318	245	29,45	1	10886,3386,5890,10995
108248	2019七夕	8810	9006	爬鼓山	391	211	3,50	7	10993,7397,1995,13777
108249	2020跨年夜	8286	2371	爬鼓山	308	141	24,45	4	10820,3599,13811,4737
108250	2022儿童节	12120	5374	踏青	499	203	16,5	7	11967,3046,2749,1115
108251	2020情人节	1760	3484	踏青	284	55	5,30	10	13011,6340,4903,5389
108252	2021端午	12514	6153	森林公园烧烤	410	107	49,38	14	5997,3137,8716,4810
108253	2018元旦	5734	2396	逛三坊七巷	275	232	42,42	6	12181,1268,13316,5004
108254	2018新年	13735	12550	踏青	483	75	14,28	12	5184,3153,3391,12338
108255	2021国庆	9400	6679	逛三坊七巷	414	231	5,40	3	6594,3291,1924,4785
108256	2019元旦	2717	2250	吃饭	371	202	13,1	3	9223,7576,5118,6868
108257	2021圣诞	6277	3774	吃饭	422	124	9,7	7	6662,4423,6652,7623
108258	2018新年	6205	1881	吃饭	460	142	45,19	2	12486,9128,10164,13200
108259	2022跨年夜	10636	1890	踏青	469	144	5,23	15	3841,14330,12305,2689
108260	2022端午	2578	12934	爬鼓山	273	127	41,36	2	2543,7857,13988,13008
108261	2022元宵节	3548	3026	踏青	335	109	50,17	7	7546,1185,1460,4545
108262	2022元宵节	10420	7163	逛三坊七巷	499	97	2,22	6	7275,5468,11079,3427
108263	2018国庆	13236	5715	逛三坊七巷	488	75	3,46	13	9236,9254,11160,8249
108264	2020除夕	8628	3783	森林公园烧烤	281	124	24,14	5	13946,5457,3079,11430
108265	2022国庆	1978	9595	踏青	365	227	48,24	8	11839,1073,2617,11553
108266	2022除夕	9575	11691	踏青	405	88	21,7	10	1531,14385,11279,14169
108267	2020跨年夜	8732	5341	森林公园烧烤	294	68	27,1	7	3144,8758,12230,6514
