ID	city	name	address	avg_score	price	type
14464	3	nI9qB	H9Zp4	3.8	62	1
14465	20	u0SdE	U1mmG	3.8	35	1
14466	18	L45dp	gqWAp	4	472	3
14467	6	Kej0X	fN4yJ	4	450	3
14468	13	0lloB	Ig1xL	1.8	135	2
14469	1	p5kfj	r7mL8	1.8	110	1
14470	15	UmXRw	pzZvV	2.7	234	3
14471	5	AHLjB	ITdS8	2.7	240	1
14472	15	ipUwp	qoWRx	1.5	328	3
14473	19	GSTDt	1QSz5	1.5	34	3
14474	12	WJ1lW	v9mnJ	1.3	22	1
14475	2	eo9vc	bRW2q	1.3	251	2
14476	1	Un82e	YKxz1	2.5	69	3
14477	3	PQj3s	SLhiQ	2.5	487	3
14478	4	ADqlY	KCoF7	4.3	274	1
14479	2	lqQh5	EGlCq	4.3	365	3
14480	20	ZWTVe	FCAVp	4.3	383	3
14481	16	jUfj2	SDU5a	4.3	181	1
14482	6	31Ofe	DGrBL	3.3	313	1
14483	8	TDQ8I	2vwQz	3.3	99	1
14484	14	CF3rJ	2gpOF	3.5	337	2
14485	5	geG8R	YvEA1	3.5	438	3
14486	9	nSbMG	UPIHi	4.3	283	3
14487	11	pvs6Q	aP6Vm	4.3	495	2
14488	12	c6QTb	iGh5l	1.6	39	2
14489	8	udirY	s7GzS	1.6	87	1
14490	12	kARM3	Xc6EQ	4.3	463	2
14491	14	jJ1Q2	KAZL4	4.3	406	2
14492	14	aqFVd	cFhVm	1.6	297	2
14493	19	VJair	OxKeq	1.6	194	3
14494	5	LBBDQ	rXpB0	2.9	191	2
14495	16	c2nqi	Z2HiV	2.9	475	3
14496	19	HJkkC	5dPh1	2.5	360	1
14497	7	fgh5Y	3kLM7	2.5	53	1
14498	11	S4BSG	WmXjB	3.6	345	3
14499	13	fl5fE	g6ng9	3.6	370	2
14500	13	SIuBY	zWJeq	2.4	420	2
14501	13	qV8iG	T3cxk	2.4	268	3
14502	13	LHMih	cOLG0	2.8	225	3
14503	12	R4pfz	BA2ej	2.8	485	1
14504	9	9Mrht	6sBm2	2.2	485	1
14505	19	byAhI	5eX3K	2.2	369	2
14506	2	b547H	SjJ02	3.9	318	3
14507	19	4rLGB	EcHmA	3.9	236	2
14508	7	2Y1tY	zgXk5	3.2	227	3
14509	11	KJNQb	np5yZ	3.2	368	3
14510	5	BJygX	QC5g9	1.9	295	2
14511	12	1byTH	zkoYD	1.9	341	3
14512	6	23z3S	m6Z7x	2.8	122	3
14513	11	6CS9l	8uhYy	2.8	211	1
14514	9	GbRer	5nPMU	4.9	181	1
14515	15	X2Tvv	1VvUU	4.9	358	3
14516	8	is8OX	TVrH2	1.5	128	3
14517	18	8VN0W	bbaUI	1.5	384	1
14518	9	JtReA	ziGhf	1.6	187	3
14519	10	e4hdI	AdN3S	1.6	235	2
14520	16	ZcndJ	eJxla	4.8	392	1
14521	19	JMOEl	rcOS1	4.8	350	3
14522	12	PqCyA	FqHNX	3	209	2
14523	14	uIsDm	7F1Bq	3	221	1
14524	18	sU5eR	komjP	3.3	357	1
14525	8	069Yg	LAnF1	3.3	360	2
14526	11	1t4fq	o3HTD	2	495	2
14527	11	i0dcU	8VtuW	2	477	3
14528	15	j6R6L	df5xd	4.2	299	1
14529	1	PDedu	epkpy	4.2	19	1
14530	9	LB26U	7U7xz	2.7	287	3
14531	3	PGVY8	bQ604	2.7	79	1
14532	4	ytCdq	5YzRC	2.8	441	3
14533	7	zGCNP	B1fxI	2.8	391	2
14534	11	D2B5a	8ISFi	1.9	249	3
14535	1	vztPM	1jquM	1.9	218	2
14536	8	FltFa	tnub0	3.4	329	3
14537	11	q75iP	WIeax	3.4	451	1
14538	7	5qFP0	70mAt	2.3	402	1
14539	4	wguu8	saVuj	2.3	195	3
14540	16	spn2Q	BEJ5h	4.5	79	2
14541	20	z3SuK	35Y2Z	4.5	23	1
14542	5	NdklF	7T1JE	3.2	51	2
14543	14	liWTy	V4IqM	3.2	326	2
14544	13	eg27g	3ngCw	3.7	167	2
14545	6	Gtm0g	TDviK	3.7	342	1
14546	3	vKTbL	HpE2W	1.9	426	3
14547	14	FVM8N	EExBm	1.9	178	2
14548	20	QKR2s	FHV1O	3.2	315	3
14549	3	e1r9c	E4pjE	3.2	235	3
14550	6	u4sSA	EwviU	1.8	85	2
14551	3	g0ceM	VXoz3	1.8	116	2
14552	7	DElf7	MKv1a	5	11	3
14553	7	i5Rp7	zHOFA	5	420	2
14554	17	xmxZ2	DYCtZ	1.2	12	2
14555	11	RboFz	7sTA1	1.2	304	2
14556	9	s5ILe	fdiG4	4.3	239	3
14557	6	srp2y	X9thm	4.3	314	3
14558	18	9ZnHU	MSAuH	3	330	3
14559	14	4OMAa	B2gdj	3	220	3
14560	5	oqtNt	Lkiux	4	94	3
14561	13	mWLlc	r6NvH	4	181	1
14562	17	lK6MS	dWirL	1.4	401	1
14563	6	cemhT	rbqVW	1.4	354	1
14564	9	WhNuA	OLTy2	2.8	215	3
14565	14	KMgtP	amXn1	2.8	141	3
14566	8	6WF5P	PGweb	2.1	29	3
14567	15	EUPym	zxJW5	2.1	440	3
14568	16	VArrC	4YBXB	1.5	31	2
14569	6	GnYs1	fXM6M	1.5	413	1
14570	16	5AKSh	yIZQr	2.2	71	3
14571	2	k700Q	qCtTq	2.2	322	1
14572	12	x3dfT	wM8ju	2.1	203	1
14573	18	Ej9w0	FFV9F	2.1	43	1
14574	10	F47HG	3Lp6f	3.3	144	1
14575	6	4Ffa7	vdfnM	3.3	53	1
14576	15	BrZ1o	omxxP	2.4	218	3
14577	8	sBlJr	enOpj	2.4	61	1
14578	14	ZRrUQ	MX2ub	4.7	38	2
14579	14	98BLL	4XO4V	4.7	452	1
14580	4	QFsOl	JdhNw	4.8	160	3
14581	7	McWPA	mihMw	4.8	231	3
14582	3	mMG1G	DrMOq	1.1	325	3
14583	20	0MMPB	RSTas	1.1	363	2
14584	18	OOYiA	Zk7ky	4.3	82	2
14585	15	zWLcq	DvWd6	4.3	25	2
14586	16	MOYs6	iBUHF	4	333	1
14587	14	dma9J	9WYN8	4	36	3
14588	7	un0VT	G6Ze2	3.4	20	2
14589	13	UcWU8	id2MQ	3.4	96	2
14590	2	UFHmq	cmDXN	3.6	219	2
14591	8	f4604	OiBai	3.6	193	2
14592	8	Y20Ox	A6NQ1	2.1	155	2
14593	13	EQWPW	visOJ	2.1	17	3
14594	10	XeEoK	bHllF	1.4	138	2
14595	15	FqpWL	sicaV	1.4	403	3
14596	1	RCuDm	dcPpf	1.2	134	2
14597	10	YyJyy	I6LQ6	1.2	384	3
14598	18	0R2cm	octHN	1.7	464	1
14599	3	mokPg	OblPw	1.7	33	1
14600	8	E1yLV	3l3W4	3.4	364	1
14601	1	RHcbi	OdKHE	3.4	290	2
14602	1	RrthH	kzELk	4.2	75	2
14603	10	IJjMO	xO9hp	4.2	387	1
14604	7	QcFke	VP7Sw	3.7	407	1
14605	5	egAAO	MlFdj	3.7	258	2
14606	16	EIRHQ	B5dg0	4.7	439	1
14607	15	491Qh	ZBsqo	4.7	149	1
14608	5	3Akdc	jBE8g	1.9	369	1
14609	5	YoAAa	fW9iP	1.9	257	1
14610	18	KWTRE	Xzrk8	2.4	58	1
14611	11	0m6aG	NLHtK	2.4	168	1
14612	13	LrCMy	Ceymb	5	216	2
14613	9	eqh2K	leAFN	5	454	3
14614	19	gtREp	vYOOE	1.3	77	2
14615	8	3ioiz	Qd7mz	1.3	109	2
14616	10	Q57Ii	qlKBv	2.4	490	1
14617	16	U1n0i	v5S0i	2.4	160	3
14618	15	R4BRv	WMPbI	2.8	339	3
14619	8	6on2O	YJXBt	2.8	471	3
14620	17	AEgw5	rxNTm	2.9	445	2
14621	5	E24c0	5PVW5	2.9	67	2
14622	20	PnPVz	i4aG4	3.8	474	2
14623	8	aF54q	Sjo4k	3.8	68	3
14624	8	oqIR6	XqbLY	4	96	2
14625	2	C3n7Y	FkRVu	4	322	1
14626	18	8TQwC	wGpWY	4.1	479	2
14627	19	Ane3d	oquZ0	4.1	42	2
14628	17	EQSoX	nZBDc	1.7	116	2
14629	17	kmYVz	lIKlk	1.7	200	3
14630	16	6x4Tu	TBLvr	2	52	1
14631	11	qgY4T	5Udjv	2	410	3
14632	6	61yrI	lHmS2	1.9	78	2
14633	8	Q59SF	WlPda	1.9	488	3
14634	6	CetV2	TzQZT	3.3	371	3
14635	9	jn0u9	6MNWu	3.3	238	1
14636	6	yR3WE	uXaly	4.1	400	3
14637	6	oWv8Z	OGWU5	4.1	207	1
14638	8	V8R7w	Ub4Yc	2.7	64	1
14639	3	nx9tl	xOuHG	2.7	163	3
14640	3	HO4h8	uYMGo	4.4	136	3
14641	17	6mFYp	vRk6f	4.4	322	3
14642	6	5qcoU	1I89p	4.5	134	2
14643	3	re4pB	rZ1fc	4.5	430	3
14644	12	6X3jW	TPdsZ	1.4	240	2
14645	13	sVMdK	DQ5eA	1.4	416	1
14646	17	0upZZ	yR7ZK	4.3	356	3
14647	13	sZNLB	I3jgG	4.3	199	2
14648	15	oypMr	EEZtc	3.2	193	3
14649	3	Rzew1	efL4o	3.2	15	1
14650	10	uhBjp	8maWE	1.5	365	2
14651	15	uJGAd	g7SZZ	1.5	173	2
14652	13	ffmwx	eu1F4	4.5	357	3
14653	15	4KDd5	KCqsX	4.5	207	2
14654	11	hNCuK	45hpQ	1.7	98	1
14655	11	cQD0R	2Vzkf	1.7	288	2
14656	1	x9OHS	iCTuz	4.2	22	1
14657	19	xGRSj	Qpsfo	4.2	278	3
14658	3	IXqMT	Kf8Hx	1.2	309	3
14659	14	j1hzw	TYHHo	1.2	99	3
14660	6	6ynct	Y3xmJ	4.2	81	1
14661	18	V8fGa	KDSJ5	4.2	258	1
14662	5	xVpIN	6DGkV	3.8	156	3
14663	13	soSe4	W9m1V	3.8	118	3
14664	10	FqlQn	iT64S	2.1	93	2
14665	2	oTYBu	vbvwi	2.1	83	1
14666	10	73NlP	Ja5AT	4.9	161	2
14667	5	qTlTj	RVF4I	4.9	61	1
14668	11	ogG20	tEg2d	1.6	291	1
14669	13	CDxIG	ZOzHv	1.6	484	3
14670	12	gZMGl	hbm3C	2.8	362	3
14671	5	GuBOQ	qK7zF	2.8	447	2
14672	16	CNnav	kLhwC	1.6	142	3
14673	13	1BrFc	uR6Co	1.6	17	2
14674	1	n1IO2	batHy	1.5	146	2
14675	1	6iO9t	t5Wrt	1.5	220	1
14676	6	qVOVQ	UY90z	2.5	338	2
14677	20	aYqDs	OPE7z	2.5	91	2
14678	7	twpH0	7wOxt	3.5	486	2
14679	6	h0OBu	cc4IB	3.5	483	2
14680	8	yvPzB	3vDCd	2.4	28	2
14681	9	F2Vkg	2U3HX	2.4	115	2
14682	4	eujec	wbx5d	4.5	91	3
14683	19	cPNxf	uXPV6	4.5	71	2
14684	17	3ATdT	jw8Fg	2.6	434	2
14685	4	XezT8	gWtqL	2.6	330	2
14686	12	vBNRJ	QlJ1d	4.1	249	2
14687	5	zKV0F	eNLpd	4.1	155	3
14688	10	AYh7S	EXSXT	4.2	281	3
14689	16	04N9l	QDnPv	4.2	323	2
14690	3	0Qlet	Xh8b0	3.7	195	1
14691	13	ZDWEu	BwRgH	3.7	320	2
14692	5	t9kXf	nkkCw	4.3	367	2
14693	1	MeunM	c6uET	4.3	327	3
14694	6	wslyI	kUBC1	1.1	79	3
14695	9	t8e32	d6xCw	1.1	494	1
14696	5	zI3jn	qChtH	2.7	440	3
14697	10	8Ypdw	Ffeju	2.7	259	3
14698	3	7y0kW	FlI4A	3.7	384	1
14699	11	bs0sh	QG2jd	3.7	119	1
14700	4	TyLhR	7UuUZ	4	265	2
14701	8	TMeqk	YIyqp	4	315	3
14702	7	X50dc	x2jee	2.1	350	2
14703	15	gsrlA	2WP85	2.1	211	2
14704	12	GBNdC	1S4Cm	2	16	3
14705	19	PmXhy	cLs3t	2	54	1
14706	17	yiPu2	zMTdp	4.1	38	1
14707	13	uEWff	lttm5	4.1	395	1
14708	9	LOXKl	KP1jm	2.8	323	1
14709	14	4lJJ7	QNG3Q	2.8	360	2
14710	1	p4zUo	W4jUU	1.3	103	2
14711	2	LnAX8	EoAMK	1.3	33	1
14712	15	zpLg5	FjP59	3.5	401	1
14713	4	RWWWe	oAtcp	3.5	68	2
14714	11	jPiHw	1uKmx	5	366	1
14715	14	ioS4R	XnEjl	5	383	2
14716	13	gz9Ew	iqWXV	1.5	237	1
14717	2	VpFDn	q65jt	1.5	386	3
14718	7	Jy5dr	QYz83	3.8	300	3
14719	20	FGKUh	XpmTi	3.8	488	2
14720	15	0gZ6s	va4zR	2.1	381	1
14721	5	P1YcQ	lTSrS	2.1	25	2
14722	20	hfPhX	hcEaF	4.9	270	2
14723	5	VlOtG	TNl7q	4.9	312	1
14724	9	65hHO	1tZs1	1.5	152	1
14725	15	u2VWA	8v7YP	1.5	32	2
14726	4	5U3Gc	C68Ph	1.6	146	1
14727	17	4JbQG	KhJAI	1.6	281	2
14728	7	ff5S2	pQZIi	2.9	325	3
14729	14	SLbSL	uW2UY	2.9	270	1
14730	18	evOuW	2MA2O	3.6	469	1
14731	17	3LilU	ywwqJ	3.6	11	1
14732	14	NszwO	EYLPx	4	293	2
14733	1	o6Z7E	2vM5w	4	107	1
14734	15	zFfKI	q1K8N	4.8	349	2
14735	2	hbf7d	xKVkW	4.8	329	1
14736	14	ehwSi	SZxdR	4.7	307	1
14737	10	DTu5V	U4wjQ	4.7	181	2
14738	10	5ox2R	6AnRn	4.7	231	2
14739	19	s1Xzk	vuXNt	4.7	21	1
14740	16	V1gi1	kRWig	1.1	489	2
14741	13	jjpkc	Rk8kQ	1.1	393	3
14742	12	LYrwg	aSgjz	2	402	3
14743	6	2pxsc	Z86o9	2	33	1
14744	15	BLSa5	KYvyC	4.3	214	3
14745	2	nK5dX	i3RdF	4.3	292	3
14746	17	YEf0F	Hex7r	3.6	429	3
14747	13	iXiUU	8ApJ4	3.6	259	1
14748	5	KkwYf	PLD2O	4.2	493	1
14749	10	SIiwu	P2XsQ	4.2	370	3
14750	8	ys7sg	OySDP	3.3	246	2
14751	19	WelX2	vQRkv	3.3	365	1
14752	15	LSgcG	2l1bY	4	335	1
14753	7	qJy3X	DGrPl	4	410	1
14754	11	wjgTO	WGJNg	2.8	10	1
14755	3	6An8p	cAeac	2.8	32	1
14756	19	2ZUgw	XwgDG	1.6	44	2
14757	11	WWSng	ohPQZ	1.6	187	2
14758	4	9omza	H71uC	2.5	226	1
14759	8	wBdfo	SYLXO	2.5	277	1
14760	16	6HvTg	qNtCT	3.7	66	3
14761	7	Ncg8D	THoSj	3.7	192	3
14762	14	8Zm85	utdvs	1.6	259	3
14763	7	IW2TK	OS1gY	1.6	12	1
14764	4	2wvUM	0JwkA	4.1	304	2
14765	20	RVsHx	gWH8Q	4.1	78	3
14766	11	PzFUA	OZlbI	3.5	408	3
14767	18	oc6H5	SRUE0	3.5	407	3
14768	11	Q9JAH	JcABm	1.5	202	1
14769	16	3DiQr	9Ijrz	1.5	425	3
14770	8	GSob0	sUUNy	3.6	497	3
14771	16	IeZ8V	TfbkT	3.6	332	3
14772	11	XVhR4	I7cTa	2.1	297	2
14773	5	vYRX1	UjKUS	2.1	179	2
14774	18	KkVmL	uBeba	2.4	23	2
14775	9	G3ywb	ABWhd	2.4	360	3
14776	11	Ss0K9	oQaG2	3.5	240	1
14777	2	K60th	wk2dS	3.5	313	2
14778	19	cqtHa	Gg5Xc	2.1	415	1
14779	6	vo1q8	RGHZR	2.1	428	2
14780	12	6iKOf	UIdxu	3.4	92	2
14781	2	pQzCN	rSsL2	3.4	206	2
14782	2	z3Mei	tvpjp	4.2	234	3
14783	8	EQRPw	c5kAe	4.2	317	2
14784	1	uoLaS	P2OQv	1.4	246	3
14785	18	ZTmse	jf5wM	1.4	52	1
14786	15	ncJcX	tlKqM	1.7	372	3
14787	3	OCXl2	oIXOE	1.7	132	2
14788	13	CzqjY	VZd2w	2.1	446	3
14789	1	kXjO4	rGfQk	2.1	302	2
14790	14	dy4oB	ZPqDE	5	328	2
14791	15	uMVar	BlGvS	5	472	1
14792	17	sv8ON	cCTCU	4.6	325	2
14793	7	1ustP	ypQTx	4.6	395	3
14794	1	wvSTs	7syy5	4.1	137	3
14795	3	ZGSk6	JEtsf	4.1	222	3
14796	18	GPTf1	9q36c	1.5	494	3
14797	11	CtCH0	3M6Ll	1.5	273	3
14798	1	wbXD2	ttRQt	3.4	72	3
14799	20	rgbkd	GcxX2	3.4	38	2
14800	15	pmhvW	XU3i1	4.4	39	2
14801	7	ti1QW	isDDr	4.4	10	2
14802	3	9aWBb	t3QF5	2.3	133	1
14803	18	9cDW9	zu7ZK	2.3	131	3
14804	5	wwrD9	doAlq	3.4	115	1
14805	5	fU74t	BQm4w	3.4	299	1
14806	11	S0Mto	0x88E	4.2	365	3
14807	5	Z6NsO	g4s9g	4.2	225	1
14808	8	bxt0b	e7iBM	2.2	28	3
14809	13	Stdta	N5vr5	2.2	123	1
14810	18	AZiQY	d03F7	3.1	139	1
14811	5	Bnte4	qzORp	3.1	256	2
14812	11	q1vvL	8Y1sz	1.3	411	3
14813	1	FXERw	UaDOm	1.3	139	1
14814	3	6CWDZ	Wz98k	2.6	281	3
14815	20	WjZQo	ZeCZ6	2.6	24	3
14816	13	LCiG4	tl8MQ	1.7	307	3
14817	16	SKbBq	bksFB	1.7	422	2
14818	8	pUKu4	X1vLd	2.4	28	2
14819	6	M8A9n	eY7K1	2.4	426	3
14820	3	4usbB	wF9Sz	4.4	26	2
14821	20	CX6jU	j99wq	4.4	46	3
14822	12	z8WGA	oiz44	1.5	133	3
14823	7	6je7f	oFFsK	1.5	399	2
14824	9	RKHBp	iFOgG	4.9	65	3
14825	14	pAYwL	vjxZu	4.9	286	1
14826	13	6mPfW	Mrj1a	4.8	68	2
14827	8	HAbI1	zubwx	4.8	479	3
14828	17	6zxWJ	ru4PK	3.3	105	2
14829	4	LMYme	lswoz	3.3	434	3
14830	9	3bODb	Kohrj	4.6	371	2
14831	13	tbMHX	dDWZ2	4.6	395	2
14832	7	E2I7L	Cocyy	4.4	234	2
14833	13	EKTby	92ZOV	4.4	54	2
14834	10	scWrO	GgkcE	4.2	357	2
14835	2	jdDje	kVWos	4.2	202	3
14836	18	1nk1X	kZwBa	1.4	456	1
14837	15	DvZAa	ADbJa	1.4	448	3
14838	12	ouNrv	X7uGt	2.8	261	1
14839	5	82yul	lYiMH	2.8	153	1
14840	3	pkN7Q	JSjUQ	4.5	299	3
14841	3	AQHx5	zqynE	4.5	304	2
14842	5	6RiW8	wydrl	3.6	29	1
14843	15	hqWU3	tDoIb	3.6	401	1
14844	20	vv0bA	cL0V3	1.3	487	2
14845	8	98zPd	r3piL	1.3	264	3
14846	6	OR624	fpc1c	4.9	89	3
14847	11	m8zCm	JNOaa	4.9	291	3
14848	11	Vrb2z	Uy801	4.3	182	1
14849	7	JhAcx	XC9Cy	4.3	223	2
14850	9	BwRpI	TXquD	2.5	492	2
14851	8	nGIGA	IOfci	2.5	433	2
14852	2	pu3gy	CEn4P	2.7	81	3
14853	10	evE8D	vljTf	2.7	500	2
14854	4	718rD	1G3fi	1.1	252	1
14855	11	UFh3F	JWKwg	1.1	287	2
14856	15	LLv3i	DAQIE	3.3	342	3
14857	12	sZ6h0	hj9rf	3.3	172	3
14858	6	aHxup	2OtPJ	1.2	326	2
14859	3	zBflc	37JRs	1.2	400	3
14860	3	RQSFz	rkJK2	2.8	350	2
14861	9	ROG83	XTive	2.8	70	2
14862	14	LDYSV	t2Zyp	4	356	2
14863	13	Gp8VM	CVu6e	4	257	1
14864	9	ndhrz	BX4W0	3.3	294	2
14865	16	pRGZL	ddrQe	3.3	293	2
14866	15	6tWTr	xEadt	2.6	345	2
14867	18	mFMCU	7tAK3	2.6	14	2
14868	10	62Tcj	KzDKe	4.7	454	1
14869	5	1Igfd	ChsaE	4.7	131	3
14870	12	QBhcQ	f9k3D	4.2	30	2
14871	14	p0nFD	NhDeB	4.2	223	1
14872	17	hOO92	llbPn	2.8	356	1
14873	9	RvjLe	s8JIz	2.8	156	1
14874	10	Hks4F	7HsfY	4.2	65	2
14875	16	LkYli	CZZQl	4.2	316	1
14876	12	Xp1SR	d710W	4.3	476	3
14877	2	dXyrC	53NeX	4.3	247	2
14878	14	6QphX	CuXht	4.4	263	1
14879	6	T0B0t	H4oXT	4.4	11	1
14880	18	gIQpY	v28pi	4.3	393	2
14881	14	1xYEP	OrsoM	4.3	371	1
14882	9	JNTOa	cr89B	3.2	167	3
14883	17	13g8M	KAENS	3.2	387	3
14884	9	vMlNp	YLmi8	1.4	485	2
14885	8	DOEtQ	0JpGd	1.4	459	2
14886	15	F9fW6	y0l3U	3.1	280	2
14887	19	D0fdu	FOX3A	3.1	302	3
14888	5	81U5v	1PLLF	3.3	105	1
14889	12	fCqpz	CHXTr	3.3	81	3
14890	10	1N2N1	nQ4PQ	4.3	281	2
14891	19	6KuzC	fAK5w	4.3	483	3
14892	1	pwwoX	RhVZT	2.9	257	3
14893	11	AMF8W	mZrJF	2.9	29	3
14894	5	jceHP	kiFdX	4	32	1
14895	6	8CL1m	qvCf0	4	73	3
14896	18	cnIHA	6RhIB	1.6	154	2
14897	10	uRWKk	wspsZ	1.6	136	2
14898	7	qTzIq	saWnx	3.6	40	1
14899	4	ULdn1	TTMM0	3.6	46	2
14900	19	RnksG	J9LJe	2.1	46	1
14901	16	D2rRI	LkGFl	2.1	132	3
14902	2	26qXl	YXy1X	4.3	111	3
14903	15	QcY8E	4qb84	4.3	58	1
14904	11	Dg7UK	wzFPT	1.6	39	3
14905	3	PmilT	X9bTM	1.6	210	2
14906	2	Rexd1	1fElf	2.2	134	3
14907	3	O8wzC	NReTY	2.2	388	2
14908	16	UFxuO	XUCDE	3.7	316	2
14909	2	NcEhD	G58XY	3.7	302	1
14910	9	x1n8p	xxdzs	4.9	22	1
14911	17	2HjMT	Pm3Q6	4.9	358	3
14912	11	7gJap	DP9HU	4.4	297	2
14913	1	Z51GE	qFjOh	4.4	348	3
14914	7	my9de	1QQKB	4.2	368	2
14915	8	EhKUu	tHtCS	4.2	418	1
14916	1	2QbuQ	drats	4.6	72	2
14917	18	15Zch	JYnPi	4.6	178	2
14918	4	fR5Ed	mtIm4	4.3	447	1
14919	17	4MvD5	GLEsa	4.3	386	3
14920	16	8sfhK	0SH1G	1.7	212	3
14921	14	fZq7D	3HZDN	1.7	167	1
14922	12	6J3Zx	L3JZ1	1.8	184	1
14923	18	PxDmE	EYfdQ	1.8	223	1
14924	18	dO0wG	VwVLo	2	118	1
14925	6	8tnhR	q0IGt	2	469	2
14926	1	W8LN1	Hf77d	4.3	489	1
14927	6	n3hP6	f8cnI	4.3	363	1
14928	15	xCFOL	BoXDg	4.2	285	2
14929	6	2O5Gv	jXwHE	4.2	415	1
14930	10	kU0a9	ytH0S	3.8	180	1
14931	2	pjKVJ	Hi4MX	3.8	402	1
14932	17	46HO4	kyxfg	4.1	491	2
14933	18	L8Uqm	hkrCM	4.1	345	1
14934	18	omDJi	LDrvq	4.8	427	3
14935	10	43NBa	CZbAX	4.8	214	2
14936	2	PpE82	1c00V	4.7	216	2
14937	10	0coHL	mdEnT	4.7	305	3
14938	10	qbKzq	wPAjD	2.8	449	2
14939	16	RDvu5	jgBxT	2.8	221	1
14940	16	vOxuW	QgmXt	2.5	98	3
14941	15	ySLM5	Tcijt	2.5	343	3
14942	15	YmbOX	cXCbg	4.3	331	1
14943	17	RBL3s	ni5O7	4.3	477	2
14944	15	umnit	xp3LH	4.1	187	2
14945	3	6Zzub	Ll0SZ	4.1	144	2
14946	2	uOjVq	paNlJ	3.1	407	2
14947	9	0AsXz	dKR2B	3.1	191	2
14948	9	pERxU	pEoFR	3.8	227	2
14949	11	wgFIx	JThsQ	3.8	260	2
14950	15	vTGEj	sVZDJ	1.4	197	1
14951	20	wVtu0	xG1oU	1.4	111	3
14952	20	P9jUp	U9g8e	2	338	1
14953	11	q7xs2	AJHPu	2	91	1
14954	10	rI7MK	YxOac	3.4	284	3
14955	14	GlCTO	ENyEQ	3.4	454	3
14956	19	kJRuh	HFJ92	2.2	418	2
14957	10	vcjNo	iNeeJ	2.2	134	3
14958	8	quYBm	sbW0t	4.2	238	2
14959	11	d7rd6	N6FPV	4.2	62	1
14960	10	KL86m	obszd	3	53	2
14961	5	C9dsI	qLaze	3	393	1
14962	3	2q3pg	nOVVF	3.5	246	1
14963	12	TWDzB	8TNEV	3.5	343	2
14964	7	uYpVU	OnJyf	2.5	206	2
14965	10	kYIIX	q30ez	2.5	439	2
14966	10	U2GpB	NKkUj	2.3	378	2
14967	13	HlVSg	SmK5z	2.3	441	2
14968	17	vaOgK	n15PL	3.3	344	1
14969	4	e514v	wlnrs	3.3	258	1
14970	10	hJJPY	ICbrr	4.6	375	2
14971	15	FXWX4	eG6oK	4.6	168	2
14972	14	ZHYBs	z1ltl	2.6	191	3
14973	3	j6ihs	fZ47W	2.6	64	2
14974	15	gzXN6	6kT8L	2.9	431	1
14975	11	efg2K	WUNGF	2.9	265	3
14976	8	l7wGq	ViUlm	4.4	222	3
14977	1	PaYG1	yGAmu	4.4	317	1
14978	19	6R5cr	v5yoS	2.9	232	2
14979	1	ywCrE	XLk8Z	2.9	334	3
14980	16	64awU	prh34	2.5	327	3
14981	11	ACiBl	cp2qm	2.5	469	2
14982	12	zQV4f	CUaZb	1.6	233	1
14983	12	H2cXT	PNDzo	1.6	400	3
14984	10	NiZW4	4pYUP	4.3	168	2
14985	6	DotQF	5jVng	4.3	192	2
14986	11	fDZnq	HcGhA	1.3	300	1
14987	17	BlNeH	3N1jk	1.3	321	3
14988	15	XowAg	5FvfU	2.7	13	2
14989	5	75vUj	AZ2TZ	2.7	238	2
14990	5	Z1qNe	AS6pJ	4.1	310	1
14991	4	YFS59	2JmWy	4.1	372	1
14992	9	PsGiL	ygxvU	4.7	499	1
14993	16	YxhhZ	vn1CC	4.7	242	1
14994	19	WDsy6	9YWV3	2.4	177	3
14995	1	2CswG	pSf7f	2.4	484	3
14996	7	6LSw2	MGReJ	1.8	93	3
14997	1	tZ8Ya	NhoGy	1.8	269	3
14998	9	bKWnf	VhOgJ	1.6	496	1
14999	19	LapTH	L1p2k	1.6	468	1
15000	9	qxl1r	sui9l	4.7	394	2
15001	20	w6Cnc	a19bp	4.7	453	2
15002	19	yXre5	ohbyH	2.4	174	3
15003	8	RKxKw	nuNF0	2.4	334	3
15004	19	weAjU	JpCN6	3.8	453	3
15005	2	zJmif	XUTOy	3.8	350	3
15006	15	LxKBz	06UXu	2.6	408	3
15007	5	T1xMF	UzZsS	2.6	460	1
15008	12	apHbz	TIU0i	3.3	164	3
15009	18	oFjl0	pe7ld	3.3	167	1
15010	4	cL8Hu	LUWyU	4.9	459	3
15011	8	SqgFp	iNp5w	4.9	478	2
15012	15	h1L03	QWxaa	3.2	41	3
15013	2	JSLEY	4wE0q	3.2	75	1
15014	15	yHiUN	siHub	1.3	176	2
15015	8	bpc1n	OU3JS	1.3	472	3
15016	20	jEAc9	79KTg	4.6	464	2
15017	20	fWalj	ZRID2	4.6	317	3
15018	12	g7VNq	uQN64	3.3	333	3
15019	15	kFAmn	sYWi1	3.3	280	1
15020	7	CU3PZ	zFKGa	1.1	47	1
15021	4	h4CIC	7jmhR	1.1	443	1
15022	5	ktnjv	k8th9	4.8	475	1
15023	16	cljab	W5Amc	4.8	208	3
15024	20	4P8AW	yRhQT	4.7	264	3
15025	19	znoAi	Yka9F	4.7	153	1
15026	10	mcZBB	udEEL	4.7	140	1
15027	13	XFGxx	8VUwJ	4.7	393	1
15028	7	Vd20e	rZgvz	3.4	331	3
15029	15	3vxJg	mUvbS	3.4	152	3
15030	2	u79SY	deYBa	4.8	267	3
